Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID,LocationID
MU,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.36448,1
AMP,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,76.321,4
AMP,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,103.24,4
AMP,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,156.857,4
AMP,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,212.328,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,0,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,1.1898,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,6.5409,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,32.5062,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,55.8819,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,109.03,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,147.486,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,224.082,4
AMP,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,303.326,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0.214164,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,1.17736,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,5.85112,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,10.0587,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,19.6254,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,26.5475,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,40.3348,4
AMP,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,54.5986,4
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,0.9852,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,6.2324,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,7.9432,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,7.9804,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,11.4352,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,11.4352,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,16.4208,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,22.9948,5
HFB,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,27.4936,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,5
HFB,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2010,58.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2020,22.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2030,85.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2040,22.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2050,94.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2060,67.5,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2070,198,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2080,126,5
HFB,  Physical Risk,Chronic,Drought ,RCP8.5,2090,126,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,0.247968,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,0.421116,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,0.46851,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,0.758778,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,1.7713,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,3.31086,5
HFB,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,3.63888,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,0.661248,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,1.12298,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,1.24936,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,2.02341,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,4.72345,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,8.82894,5
HFB,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,9.70368,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,0.61992,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,1.05279,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,1.17128,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,1.89695,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,4.42823,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,8.27712,5
HFB,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,9.09721,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,0.330624,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,0.561488,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,0.62468,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,1.0117,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,2.36173,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,4.41447,5
HFB,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,4.85184,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,0.495936,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,0.842232,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,0.93702,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,1.51756,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,3.54259,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,6.62171,5
HFB,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,7.27776,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,0.41328,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,0.70186,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,0.78085,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,1.26463,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,2.95216,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,5.51809,5
HFB,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,6.0648,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2010,0,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2020,0,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2030,0.289296,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2040,0.491302,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2050,0.546595,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2060,0.885241,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2070,2.06651,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2080,3.86266,5
HFB,  Transition Risk,Technology,New technology ,RCP8.5,2090,4.24536,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,0.123984,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,0.210558,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,0.234255,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,0.379389,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,0.885648,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,1.65543,5
HFB,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,1.81944,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,0.20664,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,0.35093,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,0.390425,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,0.632315,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,1.47608,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,2.75905,5
HFB,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,3.0324,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,0,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,0,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,2.89296,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,4.91302,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,5.46595,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,8.85241,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,20.6651,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,38.6266,5
HFB,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,42.4536,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,0,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,0,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,4.1328,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,7.0186,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,7.8085,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,12.6463,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,29.5216,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,55.1809,5
HFB,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,60.648,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,0.743904,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,1.26335,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,1.40553,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,2.27633,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,5.31389,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,9.93256,5
HFB,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,10.9166,5
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,6.8964,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,43.6268,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,55.6024,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,55.8628,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,80.0464,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,80.0464,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,114.946,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,160.964,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,192.455,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,3.24104,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,29.3911,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,112.73,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,190.467,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,261.242,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,297.85,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,322.807,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,323.893,6
AIRBUS_SE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,325.359,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2010,76.5,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2020,126,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2030,148.5,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2040,211.5,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2050,270,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2060,333,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2070,382.5,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2080,360,6
AIRBUS_SE,  Physical Risk,Chronic,Drought ,RCP8.5,2090,324,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.17517,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,3.6533,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,6.96511,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,12.8253,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,21.0757,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,30.2973,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,41.3439,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,52.1064,6
AIRBUS_SE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,58.4716,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,3.13377,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,9.74212,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,18.5736,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,34.2009,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,56.2018,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,80.7928,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,110.25,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,138.95,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,155.924,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,2.93792,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,9.13324,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,17.4128,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,32.0633,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,52.6891,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,75.7432,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,103.36,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,130.266,6
AIRBUS_SE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,146.179,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,1.56689,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,4.87107,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,9.28681,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,17.1005,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,28.1009,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,40.3964,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,55.1252,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,69.4752,6
AIRBUS_SE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,77.9622,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,2.35033,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,7.30659,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,13.9302,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,25.6507,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,42.1513,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,60.5946,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,82.6878,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,104.213,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,116.943,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,1.95861,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,6.08883,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,11.6085,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,21.3756,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,35.1261,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,50.4955,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,68.9065,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,86.844,6
AIRBUS_SE,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,97.4527,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2010,1.37103,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2020,4.26218,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2030,8.12596,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2040,14.9629,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2050,24.5883,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2060,35.3469,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2070,48.2346,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2080,60.7908,6
AIRBUS_SE,  Transition Risk,Technology,New technology ,RCP8.5,2090,68.2169,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.587583,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,1.82665,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,3.48256,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,6.41267,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,10.5378,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,15.1486,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,20.672,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,26.0532,6
AIRBUS_SE,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,29.2358,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.979305,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,3.04442,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,5.80426,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,10.6878,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,17.563,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,25.2477,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,34.4533,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,43.422,6
AIRBUS_SE,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,48.7264,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,13.7103,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,42.6218,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,81.2596,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,149.629,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,245.883,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,353.468,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,482.346,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,607.908,6
AIRBUS_SE,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,682.169,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,19.5861,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,60.8883,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,116.085,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,213.756,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,351.261,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,504.955,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,689.065,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,868.44,6
AIRBUS_SE,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,974.527,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,3.5255,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,10.9599,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,20.8953,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,38.476,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,63.227,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,90.8918,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,124.032,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,156.319,6
AIRBUS_SE,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,175.415,6
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,4.85704,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,30.7257,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,39.16,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,39.3434,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,56.3755,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,56.3755,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,80.9547,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,113.364,7
FMX,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,135.544,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,30.9416,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,234.611,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,492.181,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,689.133,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,819.219,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,861.832,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,880,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,880,7
FMX,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,880,7
